col_0,col_1,col_2,col_3,col_4
-0.22323807878614663,0.18400391167682278,-1.559903144881502,-1.2401488391877593,0.2298020041821097
-0.9269399842361672,0.27544621916609396,-1.2958929844103042,-0.8302700034758372,-0.21964428492661836
-2.6842402535476717,-0.1316008916387838,-1.5037263895835853,-0.386894701951965,0.6266604339454249
-1.5986436368561234,-0.6733862766777468,-1.9418500526422864,-2.1580138576545966,0.23660310598134413
1.2330042509164316,-1.0672092939066928,0.7546771687890843,-1.597436016221178,-0.21680673334139988
-2.4078340924498054,-1.8170742383180494,-0.7681288940269617,-2.2018030219769553,-0.9352439991587297
-0.2334252214384106,-1.464036577115789,-0.3417492634072728,-2.702593573007433,0.8047857244268217
0.7021152096205031,-1.9919941224930797,0.2360274563186961,-1.9940606847253968,0.8361929884965811
1.54329248646365,-1.7643250600008906,-1.214035468880873,-2.094961646444715,2.316400063571167
2.045332549419473,-3.74066063859361,0.7528262391261384,-2.1836287075954908,1.089782944951132
-1.012897715103548,-3.291319415325295,0.5247885997700334,-2.452322542275199,0.6772496081902906
-0.5546819809046003,-3.8632495527216606,-0.831531325823579,-0.7335036231488825,1.2852025424680982
-0.5030140275510527,-4.862740828468715,-1.0237339321845897,-0.6758950455576218,0.1586966077351638
-2.371231941060166,-4.580879973863095,0.25251293057909696,-0.11889636475318632,-0.6706531850281521
-1.5063931070590444,-2.800922362330863,-1.3709560083687564,0.12034886568082062,-0.5636207724141655
-1.1074839919399686,-4.946916879282435,-0.629374383319727,-0.45224767029003987,0.08167445989824337
0.4789616918615466,-4.8666414948111445,0.20262202780040905,2.25119843917574,1.0573387501334026
0.676210312528583,-5.424115075692168,1.1846870339961157,2.2625055379166916,0.5615117418296823
-0.5282060527279269,-6.090578433759837,0.42044276532965497,1.9781746361717334,0.6543689778836006
-0.6746715963968786,-7.949090908720343,1.5963899853036032,2.2658492098768797,0.45710768781167044
-0.6653838857331413,-9.124598899359174,-0.14488881207790683,2.8182421472614365,0.12106215167345788
-1.4973907980636132,-8.692626156100182,-1.2613626651171201,3.2150762737283296,0.49717356856733774
-0.5504981258816547,-7.848553232002669,-1.8824700587920344,3.3929848828253406,-0.32069051784742264
0.25400941607079947,-6.852619894508204,-0.16884476847357544,2.9581265558738292,-0.5994646766184923
1.1835061329527468,-7.48803838000557,-0.11894964698144725,1.6383740817715506,1.2144590683067604
-0.4431485021923778,-7.784812835099654,-0.8462881502759946,1.6490211418249323,0.9695535364947387
1.0507372677030267,-7.11564482723729,-2.2380366732664285,1.8154289381449402,0.7215922122892862
-1.059655974082307,-8.07692674145326,-1.8845192738705934,2.519187241398792,0.8316382706447711
1.1901224382981408,-7.345647535651683,-1.5880442942965627,2.21251080255784,0.31704428691945485
0.727569394512948,-6.160623673845186,-1.6872601168901173,2.952169679091978,0.41385152971995154
1.4978747227377864,-4.648322287947886,-3.3966159880315274,1.7259377347959968,-0.8736515688463949
0.9076263764449564,-3.3248345780110498,-2.9834469020172882,1.7110290537968516,0.6247388972007187
1.0491255982676908,-3.1768705571685287,-2.158390183691473,1.7081996534039716,-0.2902085975116686
1.3651589342671877,-4.1857027594284215,-1.9015948359684718,1.8541659817458283,0.43003711822320306
0.7115125900915277,-4.994295503941613,-4.420467871365779,1.424834653955525,0.2147706968221394
-0.35885133236966993,-4.891612390764123,-2.2688375938087244,0.1398158971614285,0.5235565607488163
-0.9574178283150009,-5.031525055723124,-1.1427345958870732,-0.08948833779305984,-0.9199268519115441
-0.801514919424435,-5.053044084723727,-1.832002731780662,-1.1642781477246706,0.47378655911814865
-0.9530280933547168,-5.846329472642328,-2.3039613538629515,-2.1637879217894542,-0.13159418960436478
-0.37382687946277643,-6.13768799359897,-2.309262503085725,-3.4496241800544043,-0.41567537194552817
1.0532663917787666,-5.43661375357142,-2.1387650213714933,-3.178569562513942,-0.3932839521001934
0.4517711657753627,-5.764114308463614,-3.659639022010827,-3.9816635811723726,-0.0548718224779888
1.4752268524380603,-6.494295828761595,-3.9410156882637803,-4.241669927515178,1.9055443188951322
0.7614182608085256,-5.506465980202542,-1.9936577769510724,-3.727315446006787,-0.42706451464591877
-0.2184311891442845,-6.307784951687103,-1.4854485133948598,-4.565032558293312,0.14689553287338286
-0.364792555571698,-4.647676629918475,-3.8523864592567554,-5.0825115248785915,-1.8717934942087522
1.3199148011753685,-6.95879251931577,-4.7510952108423075,-4.760565980061507,-0.4786493906603637
-0.19579537018974863,-7.544709632580306,-4.854458821130161,-7.159913110777763,0.18811375923857396
-0.5384056600150746,-6.600719154320481,-5.014193093745966,-6.331553630101047,0.5403780058971792
-0.7957616737040397,-6.207155080473363,-5.047054211421724,-4.298424251672076,0.8199750196474431
0.3656981467808828,-6.566369002543332,-3.473443317225665,-3.3223120211345503,0.022216515135895898
0.9521227755035018,-6.006957192835906,-5.707641986952952,-2.490034285280333,0.36430262080639425
1.4793411671342118,-5.374704903475778,-5.77120885947898,-2.7513859130438765,-1.3113657865049582
-1.2130662278220121,-5.236629592692013,-4.8806261638380235,-1.4753654630482,0.02990330617235759
-0.8857376534492638,-3.232040001284145,-5.000900373244019,-2.0260987597174385,-0.44868634516069106
0.6836682595196424,-3.1172744443008344,-4.339156391270447,-5.232109241803042,-0.34750158037848594
1.0668900953417104,-4.478164509466204,-5.193074545466719,-6.10266178001327,-0.6909232504491144
0.09769900454154543,-2.73385776101694,-5.9477040561463825,-5.726113665697052,-0.808520961110615
-0.8216853504269314,-2.0981288413467447,-5.320596283726082,-5.90123939698706,-0.34113549516660635
-1.1684965275796346,-2.02670782995359,-6.397605802163353,-6.023880836997354,-1.2769849044240575
-1.8621900619033467,-0.40827002510150256,-6.530413422389803,-5.287765478125262,0.09202029691692981
0.4891300281161143,0.09690208291765434,-7.498119136096277,-5.0850386275479735,1.0675294797088715
-0.6510418701207943,-1.2664771503642285,-8.0190107687814,-6.265050763114489,-0.03775805526245507
-1.4035471382043847,-1.662319921800045,-10.040345498076785,-6.846697630596515,-0.7512565691256912
0.22127766353985295,-1.8307326227092706,-9.424494702152659,-9.657790395044453,0.9952219303903429
-1.4653575906465965,-1.4380541631894144,-9.196952530894684,-9.515467822795188,0.7216607676929611
-0.8262996825617352,-0.9134123781796618,-9.676778681570687,-9.28009398312603,0.35010290951662854
0.3411143821022224,0.5549327578279818,-9.818486279493229,-9.645221479002789,1.738308195073877
-0.02541401366339381,1.353670379820465,-10.651398273651198,-10.645657869123996,1.3372543866783881
-1.081971452899922,1.800713930603611,-11.75479208460723,-11.48737678954369,0.39505640933515496
-1.179320114879369,0.609748655240014,-11.85523950894906,-10.89859055554774,-1.0241866685947665
-1.661169294204206,-0.7914282058547852,-12.7178199595084,-10.682606280472976,0.9449004943959967
-0.31105309834849904,-1.1078715476876115,-13.341404007919115,-10.163268334078078,0.010366736124268638
-2.5784953848394863,-1.8989562472674568,-13.588872033309585,-11.283354085261085,-0.4286840999251133
-1.4250781195758262,-1.4929070424323219,-13.97438231923088,-11.461149309897399,-1.804221162689861
-0.07153404078164127,-0.1309849591112664,-13.484061615468663,-11.8061138879101,0.46630345511155324
-0.3237042366132952,0.7501509382414487,-12.87070895183921,-11.074689251342976,0.22729738487426696
-1.1028442808990522,0.8119633359824854,-12.173006243008649,-10.386506459362952,-0.7468028407305617
1.2024495665946255,0.44184628638894674,-11.121164309268027,-9.834693052157997,0.7122178730879984
-1.0101716176432365,-0.6311310798846124,-10.84022364854371,-8.79510183375998,0.17589495755939671
0.21977684658250302,-0.47374524117270644,-10.259003675496736,-8.174757928875577,0.28071535180427143
0.11464530629754784,0.41239021472932924,-10.582032380449673,-8.969251625955113,1.0945198784390133
0.5271062748137756,2.2517439361965588,-8.498668091098995,-9.460460558773436,0.055417439845860506
-0.2449603812705916,3.1428612776458316,-7.193012595877182,-9.871699381605838,0.35312153453887657
0.3040120537687855,1.8566762100373795,-4.933224276041617,-10.810956257143525,-1.5033496369020403
1.3058480511328887,1.2931285245577202,-6.558506710589537,-10.866828160624427,-0.18308371567786008
0.4994716630843054,1.1105776153834541,-5.88375693251019,-12.52384642039505,0.5495795648758021
-1.7836339157806278,0.772549498403823,-6.1970357276421595,-13.882448601153428,0.9281911643694248
0.28626072609778264,0.4977876302093387,-6.091479743077384,-13.247545745291301,1.993763126848896
1.8780580037393584,-1.5537937074491932,-5.349116501009804,-14.149728615344994,1.3182414157573419
-0.7169009983361304,-0.9477129464055869,-6.543122526666128,-14.723003392331476,0.17422078659619622
-1.7530091935227188,-0.5956708340331679,-6.101204569025163,-15.499685955909861,-0.5364699675930293
-0.8029994612768936,0.8607764074193723,-7.1429624918545445,-15.399140189359155,-0.9332096406977064
-0.7486966665492111,0.7801246477090296,-6.821745364253537,-15.390076811193369,-0.5189583124212922
-0.7817635671832208,1.4418354862355045,-5.636550388088598,-15.493496586786014,-1.7732628970733648
0.07177597237412109,2.5778905505831062,-4.487303412265028,-15.327136510302312,0.2711444330128646
1.136025163521331,2.112807295225445,-4.2300122418830215,-15.030838297646266,1.8705768073911089
0.45707048583818527,2.411211237335973,-2.762366741262487,-13.571517911434361,-1.0003646030956448
0.996818540629227,4.138519500518635,-2.56701567133384,-16.18246645727263,-2.2894443424167816
-1.2222720174578108,5.274693750847931,-2.5002737393362837,-13.896279603040469,-1.8231610884503473
