col_0,col_1,col_2,col_3,col_4
0.08100224688095192,-0.46696457676962716,-0.2895958126895369,-0.23612649164161398,-0.5296690969316274
2.323265900978118,-2.2730978297108035,-1.3780693321686432,-0.9214480623728818,-1.0518570348937721
2.241920324267295,-1.8586844333466337,-2.529313820268651,-1.30336755800108,-1.6523186642280066
1.5483874187600053,-0.7913972235991273,-4.704098749792909,-1.4589530378353175,-0.9019704589132445
1.8299308701562178,-2.204056483547558,-3.480395446045894,-2.6053903863443946,-1.3746063446037153
1.231631937524797,-2.4415728835813226,-4.260139081468948,-2.174006271355685,-3.3641597213123813
0.5313557176337226,-2.381019410767679,-2.4808694694345865,-1.4968573087241417,-5.804951329053312
0.6374224259989776,-3.4004199895225593,-2.2958084284252767,-3.567011501915997,-6.195973796558732
0.5085245249128993,-3.133537192221666,-0.23059735397800463,-3.483373920138506,-8.046987375579286
-0.584301967896089,-3.0313194575761133,-1.1812861102752663,-2.965207425613347,-8.882911207854193
-1.4655808746152341,-2.7199211321467254,-0.718099371861747,-4.498988611525125,-9.990501499870192
-2.9776370698508448,0.1791515682061653,-1.0353229499371372,-5.251810420367191,-8.26570071382553
-3.165901477245406,1.7167037138806036,-1.487761381056289,-3.7299053121053882,-8.968537656688794
-1.5065072792914818,2.1631494430611196,-0.32170727875392013,-2.9858041233710586,-8.346424978167036
-1.6263361256439823,2.858626608845692,-1.4537947274113494,-3.261123800655186,-7.0710878818722955
0.6846553263734159,1.4146522302000824,1.0563764269448581,-3.57363584635453,-5.739990475198593
-1.1996018384245235,2.621865944538988,0.9037130215692329,-5.022547573835151,-5.625277609795255
0.0006003769227145295,2.8607387074066337,0.5336758650108921,-3.2054987811268574,-7.044930261559266
0.08536984570163272,2.3054571955038283,0.08534998954589451,-2.4936040808247526,-5.661238496057661
0.45503888241604784,0.38249627048328083,0.8068826647260763,-2.438186775182928,-7.41855549553221
-0.3271616263503121,-1.166131406727225,0.37505302320149536,-2.779178129836704,-4.89355416277926
-0.6580528605571807,-1.3244021413546607,-1.3575606513910294,-4.165821378377271,-4.6546514040264295
-0.45445728639829175,-1.09978357275995,-0.8436289446112814,-5.382120257890935,-6.706835391771103
1.2801289093647754,-1.0178017130574362,-0.2022982911651232,-5.021676651248007,-5.702334830901053
-0.066490097406819,-3.144341462372709,-0.16046292279588084,-5.724654191211672,-5.936799891216565
-0.3710257030045861,-3.015571510965449,-3.1302868846279166,-7.544526941747442,-4.9869309671746604
