col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9
-0.46890047065914076,1.776365465259116,1.00656206792314,-0.5738803752744066,0.008696185019481814,1.0233981034887647,0.5169031501419038,-0.4254972563017524,0.16378588467092484,0.6724669602400724
-0.9587192616830154,-2.8117833702699797,0.714170659292737,0.010198791463031875,-1.1356457104303972,1.1937331124180797,0.3199175725918611,-1.6113006433851056,-0.1645208643922724,-1.968553379451136
-0.996986673942034,1.2424938889832484,0.11469380789380346,0.915932275468331,-1.1321904901268165,-0.019058457478122626,0.29622182290226234,-0.38362956877103005,-0.3427517818835438,-0.13013389489390226
-1.8889701803095984,-1.1467679067397398,-0.3909066453910143,-0.23644189869692567,-0.463691173515408,0.22026342471462496,-0.5076514174046064,0.14166020662084455,0.6741277481064308,-0.9189807243337793
-1.4251939138617904,0.5577560353156834,-1.1849236047584157,0.6864346436424059,-1.19703064657563,-0.06797698113812803,0.8354564623133369,-0.9617997940620011,1.1934918229883458,-0.8984412544665631
-3.2657456903257307,-0.5176389846230336,-0.4500920211184971,-0.36956452692337105,0.3537200444655344,1.062776258037716,-0.2648435282118907,-0.9872414692973106,2.441099600378778,-1.8090456269409334
-3.194124942170181,-0.5856868002233977,1.935040216357965,0.6025923562217363,-1.8947583451944237,1.2341201028277937,2.0120689260985256,-1.4620879920563672,2.7855613336347433,-1.3415787139716329
-2.1973281500562827,-1.2516708284418352,1.716390691096131,-1.7726154997841035,-2.8190294284805297,0.5448921316236344,-1.7127886104874237,-1.5976440838742807,3.3909766256711245,0.24659844034262188
-2.049088457335963,1.8827524562307973,1.2614018426003155,-1.4223092406214242,-1.9447712513330562,-0.03533689277527896,0.8762038793400556,-1.9604623386264177,3.296654466225041,-0.09740689476110476
-2.9755619661643213,-1.6483499595036666,1.553225325638916,-1.8751406380554716,-0.4654911915065183,-1.437977465292143,-0.8779367455440562,-0.9033280407725905,4.612166009275575,0.5287343393355246
