date,value
2020-01-01,-0.16368740633217335
2020-01-02,0.08170560368798044
2020-01-03,0.1844342286349246
2020-01-04,0.2206612538797605
2020-01-05,-0.26250273758580606
2020-01-06,-0.2976070602496533
2020-01-07,-0.2605355509720483
2020-01-08,0.15528130941010418
2020-01-09,0.40450514191368897
2020-01-10,0.6025017316649877
2020-01-11,0.05156335001251927
2020-01-12,0.048464189125024315
2020-01-13,-0.22708673962027856
2020-01-14,-0.08302799613401408
2020-01-15,0.3471656627079191
2020-01-16,0.5935394168370113
2020-01-17,0.45278408305268686
2020-01-18,0.5203630033916717
2020-01-19,0.5463198398695216
2020-01-20,0.26262715593170893
2020-01-21,0.07156595789460689
2020-01-22,0.26897240012311
2020-01-23,0.5262121811249847
2020-01-24,0.38403900574304495
2020-01-25,0.6212292806394449
2020-01-26,0.1468464275073477
2020-01-27,0.42455824745870774
2020-01-28,0.5093665295138188
2020-01-29,0.7220241665570716
2020-01-30,0.7220895774851354
2020-01-31,0.8578794671231655
2020-02-01,0.6742396783817982
2020-02-02,0.43125494701698874
2020-02-03,0.5027943166007146
2020-02-04,0.5433903949788321
2020-02-05,0.613864131096761
2020-02-06,1.0580262286122162
2020-02-07,0.9286852783170345
2020-02-08,0.6277595250824317
2020-02-09,0.6472662936084135
2020-02-10,0.09074271294393077
2020-02-11,0.6924095469752981
2020-02-12,0.5937721022070703
2020-02-13,0.8747902656091523
2020-02-14,1.0877696474267784
2020-02-15,1.0312129696793721
2020-02-16,0.4785840791720376
2020-02-17,0.3496056677717195
2020-02-18,0.5105251526899844
2020-02-19,0.8615331252943927
2020-02-20,0.8935666197318157
2020-02-21,1.1896299083364388
2020-02-22,0.9364306637915537
2020-02-23,0.6273955517931529
2020-02-24,0.6622339694920133
2020-02-25,0.4955871321732922
2020-02-26,0.940033369330954
2020-02-27,1.163801200577619
2020-02-28,1.0507569119010811
2020-02-29,0.8843939589689624
2020-03-01,0.8801785125153699
2020-03-02,0.5927291374288309
2020-03-03,0.6068102147939288
2020-03-04,0.6944944483996148
2020-03-05,1.0720599712917307
2020-03-06,1.3371991878919451
2020-03-07,0.9821063326635436
2020-03-08,0.7751273262476885
2020-03-09,0.6332782411478269
2020-03-10,0.4181224605059243
2020-03-11,0.9826847796082415
2020-03-12,1.2706174689504797
2020-03-13,1.3789944513569554
2020-03-14,1.0694523146454227
2020-03-15,0.7858762952343714
2020-03-16,0.4515777888669825
2020-03-17,0.6157856711602814
2020-03-18,0.7883552117748933
2020-03-19,1.2389735149965597
2020-03-20,1.1486412495882417
2020-03-21,1.1117481558523745
2020-03-22,1.0608096023911033
2020-03-23,0.6351051601257084
2020-03-24,0.4709300585901619
2020-03-25,0.9340345552867001
2020-03-26,1.3476201210349226
2020-03-27,1.046511151658597
2020-03-28,1.363768815420159
2020-03-29,0.6477520983262729
2020-03-30,0.3743621487104477
2020-03-31,0.829351615264251
2020-04-01,0.9363011125552768
2020-04-02,1.5521555942054635
2020-04-03,1.3605336292361165
2020-04-04,1.21229859692204
2020-04-05,0.7891648949409258
2020-04-06,0.7412845616521904
2020-04-07,0.646567073361014
2020-04-08,1.2070025003747664
2020-04-09,1.237608366204834
2020-04-10,1.1177811258364527
2020-04-11,1.095396633690402
2020-04-12,0.843509696748504
2020-04-13,0.6344543684360737
2020-04-14,0.5565289318846907
2020-04-15,1.0733790825777816
2020-04-16,1.1031928008761607
2020-04-17,1.0281724938206802
2020-04-18,1.1448155079361138
2020-04-19,0.7618966352355234
2020-04-20,0.5465524487702603
2020-04-21,0.6416830336754387
2020-04-22,0.8281409685872382
2020-04-23,1.2119125891716815
2020-04-24,1.3008201028824407
2020-04-25,1.0250418467410611
2020-04-26,0.8204421471157854
2020-04-27,0.5158444351877236
2020-04-28,0.7229367055724889
2020-04-29,1.0433550555369044
2020-04-30,1.2443304531857922
2020-05-01,1.0553052743848814
2020-05-02,0.9477333659030903
2020-05-03,0.6839929732176313
2020-05-04,0.5654996551667859
2020-05-05,0.5692661968771485
2020-05-06,0.7488822320844638
2020-05-07,0.9561900180677898
2020-05-08,1.0167417364417775
2020-05-09,0.9066397558842714
2020-05-10,0.43705785638891914
2020-05-11,0.6163501856991326
2020-05-12,0.30517717290376967
2020-05-13,0.6859316236458732
2020-05-14,1.181458622970991
2020-05-15,0.8001633946868869
2020-05-16,0.8112905592072174
2020-05-17,0.4773588045425186
2020-05-18,0.2037272061640493
2020-05-19,0.2713190958143321
2020-05-20,0.6784350845833723
2020-05-21,0.9148398809934863
2020-05-22,1.0398663367333503
2020-05-23,0.8309753218228755
2020-05-24,0.382574744879414
2020-05-25,0.16300022579447657
2020-05-26,0.36874725493942323
2020-05-27,0.6597841399290205
2020-05-28,0.989733912833792
2020-05-29,0.5573954015517619
2020-05-30,0.661233649835931
2020-05-31,0.49621833021464956
2020-06-01,0.091998543625819
2020-06-02,0.35321578653594304
2020-06-03,0.5565851711665474
2020-06-04,0.5956109128775046
2020-06-05,0.6582897151984488
2020-06-06,0.4061746195162338
2020-06-07,0.14866096146447072
2020-06-08,-0.05573722601005787
2020-06-09,0.4949125171530139
2020-06-10,0.5132898383008532
2020-06-11,0.3261769467655809
2020-06-12,0.6097081137630016
2020-06-13,0.5098196023700364
2020-06-14,0.15102852977327472
2020-06-15,-0.046491780183878124
2020-06-16,-0.09865463457261356
2020-06-17,0.1715558499398932
2020-06-18,0.5326761356197163
2020-06-19,0.32389657171288766
2020-06-20,0.28508959118780663
2020-06-21,0.1321042970964379
2020-06-22,-0.050064650430987886
2020-06-23,-0.31129255617661966
2020-06-24,0.14616143956631356
2020-06-25,0.4631525939179983
2020-06-26,0.3452466889774544
2020-06-27,0.5289134479216707
2020-06-28,0.20835940801416994
2020-06-29,-0.031717506635458775
2020-06-30,-0.34097152383974316
2020-07-01,0.09558973237589163
2020-07-02,0.3277885557201825
2020-07-03,0.2620218837004982
2020-07-04,-0.15550849517004325
2020-07-05,-0.2989068840362268
2020-07-06,-0.07802366501602664
2020-07-07,-0.4179614308033412
2020-07-08,0.05912723723071968
2020-07-09,0.07969013729184521
2020-07-10,0.3195935184241
2020-07-11,-0.14690300105295742
2020-07-12,-0.45752103065202787
2020-07-13,-0.5460032876116183
2020-07-14,-0.49222615185310026
2020-07-15,-0.1514430230281029
2020-07-16,0.016026089219771722
2020-07-17,-0.053103929620788026
2020-07-18,0.1340017652195602
2020-07-19,-0.3973178735708858
2020-07-20,-0.5594139476410483
2020-07-21,-0.45481959541926925
2020-07-22,-0.2082142798246765
2020-07-23,-0.017883484681282202
2020-07-24,-0.20112970789858334
2020-07-25,-0.3637573981344314
2020-07-26,-0.5119646112476058
2020-07-27,-0.43632149342652843
2020-07-28,-0.9240373835157147
2020-07-29,-0.34198756662998936
2020-07-30,-0.123148281448698
2020-07-31,-0.24331702350331874
2020-08-01,-0.4337553023547445
2020-08-02,-0.6690431388546427
2020-08-03,-0.9374835271745245
2020-08-04,-0.7582837906205715
2020-08-05,-0.5644168679665535
2020-08-06,-0.3576247001694381
2020-08-07,-0.05541637229261001
2020-08-08,-0.6758975122156821
2020-08-09,-0.47777688844682303
2020-08-10,-0.9022598311112097
2020-08-11,-0.7361262991946395
2020-08-12,-0.7626929197462469
2020-08-13,-0.44500785611072285
2020-08-14,-0.08763177296739794
2020-08-15,-0.6045794357753306
2020-08-16,-0.8364293511103049
2020-08-17,-0.9622739966604166
2020-08-18,-0.719708257838497
2020-08-19,-0.9412962642819275
2020-08-20,-0.70171566836567
2020-08-21,-0.4535411422821283
2020-08-22,-0.4012582719022274
2020-08-23,-0.895721461231849
